gameName,tagLine,puuid,summonerLevel
kotemanul,meow,AP78WrJYuCOdyUmYdrv17Mb_Zuxh7FAHRT4ZA2ejDttrpmjeBps3jMeX2eNTOXpYsGSZR_uJrYPRtQ,246
TheHawk,PRO,0CPUz0kROL3Nb6Ug8F0Sh_cEZP_3awvY4xHS5OODQ5CkCgCE7uu9E1hvrZPZNRQxp1cIOh7AAQWnmA,1003
Kira,zed,v9h24WzikcVr6z7IhzlpPTaFTqmfF4_98byelcwJ3-K34OVm2-eHBBI-64S7q4kf0_egHf8F1XUZ4Q,700
Emperor de Void,Void,3J1JEOQDuIFeMZvBI3h2ndb9EJLEzStcVIXggDjeK6tOAXBhRE6j0WSI7CwLtZmkp-vzf0WoY8jZGw,907
Rookit,228,ECpG7V2w_6jDomyMM1whYNIZ4L9hfxpBmlhBnRcBDWvac_HxYD1VacVQcOZ_05adrE-Oo8dxGdpE6g,802
Craftt007,RU1,0YcBfoFkcXRA31NO0wcLxOf9_tJ8XpmebMoM2427fL8mqpVbZPq49J_9W0r5GAnRODO5aPyIxRwKFw,1443
твоя пандочка,venus,EG-9uq2-HBzIuazFMDiOIY0eeZRsuiTou8TM4nJqvLr1m0zl0Dq1iwVhd7HFdmULFPW6nd6KToZWKA,559
7789022,RU1,zOSDLXQLj5q55tlEF3uDWPzagb_96CUXPkooo7qc5XLd2B4weByAKBZp5jF2aK3fP4tKYU_x3Fpi-Q,113
ОВП KAYN PSY,БЛИЧ,a6Ld80-081f1hE6enBdKpLNj2IDSQv5-FmrDFsFEnIODzSSYi0RdPuGDB8quKa-tIOHbKpL1LfaH6g,792
refraction,2664,lAVY1lqHjk1zzgFtu8Pdab1kVf4vzEQ7dge9nGTkKGaauaHXT4lBCxdQcLWU6xNY6Ywkrytt3PMvvg,77
MëphïštŁørđ,MORDØ,4bPTivSb0eCUj_g-cCArdVHoK9Z41KY-NYL8Gt3oGQ30OjWFkMnpQFrnY4bQmsOoCd5TOIA_Qr4yEg,1508
ØRDER 1026,RU1,peL-QY4sNuNea9ASVDNRgFuCY5CsKYOlL4kKMLANDtXk37puX4OLDRjwRdq3X8BE2b47582YI41YWQ,926
GameSlover,RU1,9hrh0EiYNLjiVxfGzcgVlg1TrLUn_cFestA7SQubDFBiPU2TMBLywv9VIkwcK0n9pcRx9SP8rw_Ocg,224
НежныйСнежный,RU1,wh_l7fkL9v-RhkoVziQz8TqFCab8RQzIsNgVa31S2IlXu77MU0mV1Q3SZVqYQ2v8-J-kKUN0av1Wkw,343
ArtGoblin,RU1,W9XH34KOZ97OAVjV544tXJEeOysZ3irzJsKHMvyfg9WXI-MsMVAhnSMHIsRdacu2nnrD0yYK0hxeGA,475
Ice Belle,Ice,jjvfH6bN68bZZVQGbxaj7yUy0PwJspspwidbBFooSbMYP7sVXnqXsvaGs-ryd--2iVRNNUdzRjhxYw,767
THELEADER,228,CqC4mjXxiUn8ZRirb1OItm9AIhqoT4kFWGbdBfIPDFohvS-3wXxsd5psdDez8YryWm9BeBQcXJY0RA,725
Тот еще Олег,who,MKaelTMam-19iGz7GYRymbmumzKEzD8x90UFJgiWOVeRBmyi4LkxgGSM9uinm4KnS2g17xIHqI-yjw,843
Солевaя,effa,9zfrv4jf5fgN6f1HdOX2eTmosHKrRtce7QL4Xj4ljgHugjOTfwcpsbU46McXbmSZXTAbM22FpDRQiQ,886
Kalevala,Suomi,KjnseGrcBUnGAArYDumpAZ5c1YTGmtuv2l7AQDhZG74yNgbfn22K45Me_1nTQfBWPUgF277p-aYVUw,664
Inpie,LOH,k0ENmS53sK5_pSoLjecc_YmwsYAqwCguOyJ76erqdUeQTDWKA8PDmvpqlriL0hxgBNUcermOBv_J_Q,907
FoxDrob,RU1,ANSxDHaopQrKOSXti45dt451KG6P0vE05yYMFR9exaO8pRzNzOjiU4409e-k4FHAJiDp9Wde-IiENQ,309
Acelotick,RU1,7ulF0IHuR4VgJa2qYjMpnxKC9tgnnXygtHqiSP46U6UFDgxOiLl3fMEzuFUtux2rgb1FPtVCD7SV3w,429
Trickaz,Dango,1BMIt9jIAA8aXmshuA-BvRaBSLIv5HYn_sA5Vc-I8reNU2BPqQ9kwYGAWr-tkJwsldr9rKmPD8bNFg,892
MrPluseJunior,Clone,GsfwOjxDor9676wjzb1yY7MjKC3ItvZTrSL1QFC0SgBWSVgEgVkbHq-T0or2YUUDzr4wUzRtXR6H_Q,173
Oncidium,UwU,MrXe0pwtHsirXqjnBGKTyy3Y0lk47OagxtmHt-zpyUfWTax6tB7X03TPNS8FOvxAXDpy5WR36w2bHg,1140
BakemonoArs,Bake,fIJiTE0Y8yFWbPOkLzia7463IgHeIiUGSnr4WG0KphDPPCiqQUfHviZj1mKDi8D3yg-LIkjcQqUz1Q,468
депрессия,тильт,Xx-a6gfR-CSDzB7bub_ta75cXJo0wPcEUawXhtUVl__EAbVggZP1QybgTKFLOQPbL_d-TlY-_7Lwnw,1307
Лаймик,Aser,jJOKclvnVKFGk6mgefaExoIJCpofGd75mLJdxrWrANoFFnnr1RyPm0QiCWT4Q9RLCihePNrQlhne7g,759
Черкаш Фейкера,GGEZ,SuYqDftw-K2Iiz7D-aOoGv-yYx6oIA4LE1fZGq4h0o25mKbFRthc9kS6YmzcveJLv6rKmQ3wJK0fnA,692
XeXe,RU1,MvsO9jT8R9rXDVptYtocJWcRlwjBbykru2w9MyWq_AnnuIkFXwqO1qbvGf8CChN4LUuWvECfP9n_iw,455
yuuiks,yuu33,rWZQ8bQj2ZRVxDJhUjX2qbxByk8hUxWbqKRbKI-zvc6j2TfD0mXsxyB00F4NljB5e7dywfl6aA0eVQ,936
Gehin,RU1,e5_zlru1fLSg-jXc8uoErpyriNMkNTjGAhC852oMPgiPhZB8qsVDAyW1A9gvdA313E3D4uNm8AJSWQ,570
I am CrazyRabbit,RU1,JUKLcEobHBJGUcNjtJHwTf3YUpN5VJOo4-Pgk0RFjsp7F7L2iEYxQT5hL3nfylIP20C7c8-nplsFdg,692
SOLO KERY,RU1,l7_t7Hk-1btCGIm2HL1n9sfG-WOThzmbRZGBZsnr7QzTsquJ_3dInI2xKaGxgv0gPu9rM5ezWgE-jg,889
Чумовая крыса 18,RU1,YYPGgJSA6BxiPgbBtlDpqm0V0Ge4asXxUAgjvlK8m_XVfRzxIkAfkVkdMNx4mW8QswFxOYcxAocwyQ,496
ADCenjoyer,KRP,NpNFb1hyYdAIjz-cfM0R-Yp9q9QSQeGvlkYE_CeOUW8Yzx3gWNxVoKTBu9wh7yLPI3hyb3Z2YbI5Yg,332
Thе Witcher,Rivia,jD9lv8pAic0AVw8k_a1O7Tnqilva22oHZ0iY4Aa6DX7o40hhWsYasbQkTpCASfIYL3WN4fqngTdDBg,893
viebubesplatno,UwU,qNzKEWy9WpJWNo1KJZ5lnP4YINFOStcMRA4XGYjRWm8yJKFwxZgy5kyKKCbpYS9pEoiq1qr2YMNj5g,364
Slоwpokе,RU1,DlFaA4TTppq0Thuf3Yppf2ayUCg8GBBHZ1GnPktudOZjk2Kb7rZPuAIBDNOfU6b8YXois1sIb-_n8g,763
SkyisOver,Flip,6Bwvw2sGvWm_Iz0aBtBPGEREk_Jq0eW9hFJKwDeNCtnpcHfrDcH8uCC7_GHQToJcOCxrH536GHh9iw,168
МАЛИМАБИН,ГОЙДА,23rA_pkhMpecMmmMJnViYN1PyoAO5BS5poHUt7nr_Y2OjobxOGYZay2cE_92Xft8bNWy9r8jsNNwfQ,386
RаveInTheGrave,RU1,g_CmIkD0LJouGJdDF_OuUPJPTWZiaIY3fVV0rtQ30q_xA_8pmB7xAFCo13wOfkSqGk90P_gejAo4aw,689
Fox Ripper,RU1,pDIfM0YT6B0rZqFaiCJvf5oASh4LMW6QDJ7vp0RZu6PQBfp30Ckn5uN6WnIlRIQD_XW2M8Wj8xAyKQ,109
Retired Lizard,Flow,q7YPw67aIo8dc38GlnT8BciTyV78Pb7oKooXFz4wGhqBJAMqzCWXnsjcOb3PA--V1MHQPxzQduTqcg,469
Zabodashka,R2026,mMwnjLZRYkVg2P-eadNKJ6ZQwQfcOSUtyCPXV6YKF2W-ycS2SWuATOyIlX2enNsGNtC8HiR5UzRxOw,796
Kyсь,RU1,d8R8t4dg5SWwlwj05_qEKfDTLTnvxTRgXGXIAOhR9d9wHokcQEZWAGJxsHL0mKDDmNnRcwqYTSdBBQ,603
Fenrir,sho,G_ffNwjXAngXnfAv3XaNisYaD6JpFmhmqru32O5eyDJdBtWu91fUYrVSOblTmKbKLZ9KexKZj8tgcQ,357
xXPafnyti4Xx,RU1,DF75EoPI9onypeLgU5yHOnIj7tDnt3xAe0KwaDRg1SMMaud8xYOkY1rSlP9Jmv0am6vn7fJXeZBgvA,496
Deathstroke,2709,SkHS2ONMoR20kpYkw_-q89ym8U5kgRRd82iYXxWqrE7Da0k7Og9DL0TMFOgGE9LDUAcXaOZNwK44vQ,1088
Граф КогМаф,RU1,0VTB9mWjapD-KYBE4UkbQlrYaBp2bUzve3U7uVVypq2f_LLq-1JciTZWVGdkr7UIqJG47k0u8BJj2w,538
lhavenoтbeenxd,RU1,EI6fYPwH3xCNezoe4koU8gV9kDHKtdb4snuLXNzvz9iyO2v27pvkLk0Iy4mbdcsW_zs7RoNYuqLlhw,134
ATC Sky Walter,RU1,ZlgGtMcOHyVCSdvbrSKM9_qvwF0rcOhoPXeY-xildRt8oZSbccLUeMtHslNkjSORmNtHpLKn7vnX3w,218
